home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Mannheim,Uerdingen,3,3,draw,1988-1989,0.7777777777777778,1.8888888888888888,1,7,10,18,0.05555555555555555,1.3333333333333333,1.1666666666666667,5,9,4,18,0.2777777777777778
Gladbach,Leverkusen,2,0,win,1988-1989,1.411764705882353,1.2352941176470589,6,8,3,17,0.35294117647058826,1.3888888888888888,1.1666666666666667,5,10,3,18,0.2777777777777778
Werder Bremen,Kaiserslautern,1,0,win,1988-1989,1.7222222222222223,1.1111111111111112,8,7,3,18,0.4444444444444444,1.5555555555555556,1.2777777777777777,5,8,5,18,0.2777777777777778
Bochum,Köln,1,3,loss,1988-1989,1.1111111111111112,1.2777777777777777,5,6,7,18,0.2777777777777778,1.631578947368421,0.7368421052631579,10,4,5,19,0.5263157894736842
Hamburger SV,Hannover 96,4,1,win,1988-1989,1.7777777777777777,1.1111111111111112,9,5,4,18,0.5,0.9473684210526315,1.736842105263158,3,6,10,19,0.15789473684210525
Nürnberg,Uerdingen,1,0,win,1988-1989,1.1578947368421053,1.8421052631578947,5,4,10,19,0.2631578947368421,1.4210526315789473,1.263157894736842,5,10,4,19,0.2631578947368421
Leverkusen,Werder Bremen,1,0,win,1988-1989,1.3157894736842106,1.2105263157894737,5,10,4,19,0.2631578947368421,1.6842105263157894,1.0526315789473684,9,7,3,19,0.47368421052631576
Kaiserslautern,Dortmund,3,2,win,1988-1989,1.4736842105263157,1.263157894736842,5,8,6,19,0.2631578947368421,1.4736842105263157,1.0,5,9,5,19,0.2631578947368421
Stuttgart,Bayern Munich,1,2,loss,1988-1989,1.736842105263158,1.4736842105263157,8,5,6,19,0.42105263157894735,2.0,0.7894736842105263,10,9,0,19,0.5263157894736842
Gladbach,Mannheim,1,1,draw,1988-1989,1.4444444444444444,1.1666666666666667,7,8,3,18,0.3888888888888889,0.8947368421052632,1.9473684210526316,1,8,10,19,0.05263157894736842
Eint Frankfurt,St Pauli,1,1,draw,1988-1989,0.5789473684210527,1.5263157894736843,5,4,10,19,0.2631578947368421,1.105263157894737,1.105263157894737,5,10,4,19,0.2631578947368421
Karlsruher,S'gart Kickers,1,0,win,1988-1989,1.6842105263157894,1.5789473684210527,8,4,7,19,0.42105263157894735,1.1111111111111112,2.5,3,5,10,18,0.16666666666666666
Werder Bremen,Gladbach,2,0,win,1988-1989,1.6,1.05,9,7,4,20,0.45,1.4210526315789473,1.1578947368421053,7,9,3,19,0.3684210526315789
Hannover 96,Kaiserslautern,0,0,draw,1988-1989,0.95,1.85,3,6,11,20,0.15,1.55,1.3,6,8,6,20,0.3
Dortmund,Leverkusen,2,1,win,1988-1989,1.5,1.1,5,9,6,20,0.25,1.3,1.15,6,10,4,20,0.3
S'gart Kickers,Stuttgart,0,2,loss,1988-1989,1.0526315789473684,2.4210526315789473,3,5,11,19,0.15789473684210525,1.7,1.5,8,5,7,20,0.4
Uerdingen,Bochum,3,1,win,1988-1989,1.35,1.25,5,10,5,20,0.25,1.105263157894737,1.368421052631579,5,6,8,19,0.2631578947368421
Köln,Eint Frankfurt,3,2,win,1988-1989,1.7,0.75,11,4,5,20,0.55,0.6,1.5,5,5,10,20,0.25
Mannheim,Nürnberg,2,1,win,1988-1989,0.9,1.9,1,9,10,20,0.05,1.15,1.75,6,4,10,20,0.3
Bayern Munich,Hamburger SV,1,0,win,1988-1989,2.0,0.8,11,9,0,20,0.55,1.894736842105263,1.105263157894737,10,5,4,19,0.5263157894736842
St Pauli,Karlsruher,1,0,win,1988-1989,1.1,1.1,5,11,4,20,0.25,1.65,1.5,9,4,7,20,0.45
Hamburger SV,S'gart Kickers,3,0,win,1988-1989,1.8,1.1,10,5,5,20,0.5,1.0,2.4,3,5,12,20,0.15
Bochum,Nürnberg,1,0,win,1988-1989,1.1,1.45,5,6,9,20,0.25,1.1428571428571428,1.7619047619047619,6,4,11,21,0.2857142857142857
Eint Frankfurt,Uerdingen,0,2,loss,1988-1989,0.6666666666666666,1.5714285714285714,5,5,11,21,0.23809523809523808,1.4285714285714286,1.2380952380952381,6,10,5,21,0.2857142857142857
Werder Bremen,Mannheim,2,1,win,1988-1989,1.619047619047619,1.0,10,7,4,21,0.47619047619047616,0.9523809523809523,1.8571428571428572,2,9,10,21,0.09523809523809523
Gladbach,Dortmund,1,1,draw,1988-1989,1.35,1.2,7,9,4,20,0.35,1.5238095238095237,1.0952380952380953,6,9,6,21,0.2857142857142857
Kaiserslautern,Bayern Munich,1,1,draw,1988-1989,1.4761904761904763,1.2380952380952381,6,9,6,21,0.2857142857142857,1.9523809523809523,0.7619047619047619,12,9,0,21,0.5714285714285714
Karlsruher,Köln,0,0,draw,1988-1989,1.5714285714285714,1.4761904761904763,9,4,8,21,0.42857142857142855,1.7619047619047619,0.8095238095238095,12,4,5,21,0.5714285714285714
Leverkusen,Hannover 96,3,1,win,1988-1989,1.2857142857142858,1.1904761904761905,6,10,5,21,0.2857142857142857,0.9047619047619048,1.7619047619047619,3,7,11,21,0.14285714285714285
Stuttgart,St Pauli,2,1,win,1988-1989,1.7142857142857142,1.4285714285714286,9,5,7,21,0.42857142857142855,1.0952380952380953,1.0476190476190477,6,11,4,21,0.2857142857142857
Bochum,S'gart Kickers,2,1,win,1988-1989,1.0952380952380953,1.380952380952381,6,6,9,21,0.2857142857142857,0.9523809523809523,2.4285714285714284,3,5,13,21,0.14285714285714285
St Pauli,Hamburger SV,1,2,loss,1988-1989,1.0909090909090908,1.0909090909090908,6,11,5,22,0.2727272727272727,1.8571428571428572,1.0476190476190477,11,5,5,21,0.5238095238095238
Bayern Munich,Leverkusen,2,0,win,1988-1989,1.9090909090909092,0.7727272727272727,12,10,0,22,0.5454545454545454,1.3636363636363635,1.1818181818181819,7,10,5,22,0.3181818181818182
Dortmund,Werder Bremen,3,1,win,1988-1989,1.5,1.0909090909090908,6,10,6,22,0.2727272727272727,1.6363636363636365,1.0,11,7,4,22,0.5
Nürnberg,Eint Frankfurt,1,1,draw,1988-1989,1.0909090909090908,1.7272727272727273,6,4,12,22,0.2727272727272727,0.6363636363636364,1.5909090909090908,5,5,12,22,0.22727272727272727
Hannover 96,Gladbach,0,1,loss,1988-1989,0.9090909090909091,1.8181818181818181,3,7,12,22,0.13636363636363635,1.3333333333333333,1.1904761904761905,7,10,4,21,0.3333333333333333
Köln,Stuttgart,3,0,win,1988-1989,1.6818181818181819,0.7727272727272727,12,5,5,22,0.5454545454545454,1.7272727272727273,1.4090909090909092,10,5,7,22,0.45454545454545453
Mannheim,Bochum,2,2,draw,1988-1989,0.9545454545454546,1.8636363636363635,2,9,11,22,0.09090909090909091,1.1363636363636365,1.3636363636363635,7,6,9,22,0.3181818181818182
S'gart Kickers,Kaiserslautern,2,0,win,1988-1989,0.9545454545454546,2.409090909090909,3,5,14,22,0.13636363636363635,1.4545454545454546,1.2272727272727273,6,10,6,22,0.2727272727272727
Uerdingen,Karlsruher,0,3,loss,1988-1989,1.4545454545454546,1.1818181818181819,7,10,5,22,0.3181818181818182,1.5,1.4090909090909092,9,5,8,22,0.4090909090909091
Eint Frankfurt,Bochum,1,1,draw,1988-1989,0.6521739130434783,1.565217391304348,5,6,12,23,0.21739130434782608,1.173913043478261,1.391304347826087,7,7,9,23,0.30434782608695654
Leverkusen,S'gart Kickers,1,3,loss,1988-1989,1.3043478260869565,1.2173913043478262,7,10,6,23,0.30434782608695654,1.0,2.3043478260869565,4,5,14,23,0.17391304347826086
Dortmund,Mannheim,1,2,loss,1988-1989,1.565217391304348,1.0869565217391304,7,10,6,23,0.30434782608695654,1.0,1.8695652173913044,2,10,11,23,0.08695652173913043
Hamburger SV,Köln,0,1,loss,1988-1989,1.8636363636363635,1.0454545454545454,12,5,5,22,0.5454545454545454,1.7391304347826086,0.7391304347826086,13,5,5,23,0.5652173913043478
Gladbach,Bayern Munich,2,1,win,1988-1989,1.3181818181818181,1.1363636363636365,8,10,4,22,0.36363636363636365,1.9130434782608696,0.7391304347826086,13,10,0,23,0.5652173913043478
Stuttgart,Uerdingen,2,2,draw,1988-1989,1.6521739130434783,1.4782608695652173,10,5,8,23,0.43478260869565216,1.391304347826087,1.2608695652173914,7,10,6,23,0.30434782608695654
Werder Bremen,Hannover 96,1,0,win,1988-1989,1.608695652173913,1.0869565217391304,11,7,5,23,0.4782608695652174,0.8695652173913043,1.7826086956521738,3,7,13,23,0.13043478260869565
Kaiserslautern,St Pauli,1,0,win,1988-1989,1.391304347826087,1.2608695652173914,6,10,7,23,0.2608695652173913,1.0869565217391304,1.1304347826086956,6,11,6,23,0.2608695652173913
Karlsruher,Nürnberg,1,1,draw,1988-1989,1.565217391304348,1.3478260869565217,10,5,8,23,0.43478260869565216,1.0869565217391304,1.6956521739130435,6,5,12,23,0.2608695652173913
St Pauli,Leverkusen,2,0,win,1988-1989,1.0416666666666667,1.125,6,11,7,24,0.25,1.2916666666666667,1.2916666666666667,7,10,7,24,0.2916666666666667
Hannover 96,Dortmund,1,5,loss,1988-1989,0.8333333333333334,1.75,3,7,14,24,0.125,1.5416666666666667,1.125,7,10,7,24,0.2916666666666667
Nürnberg,Stuttgart,1,0,win,1988-1989,1.0833333333333333,1.6666666666666667,6,6,12,24,0.25,1.6666666666666667,1.5,10,6,8,24,0.4166666666666667
Mannheim,Eint Frankfurt,1,0,win,1988-1989,1.0416666666666667,1.8333333333333333,3,10,11,24,0.125,0.6666666666666666,1.5416666666666667,5,7,12,24,0.20833333333333334
S'gart Kickers,Gladbach,3,0,win,1988-1989,1.0833333333333333,2.25,5,5,14,24,0.20833333333333334,1.3478260869565217,1.1304347826086956,9,10,4,23,0.391304347826087
Köln,Kaiserslautern,2,2,draw,1988-1989,1.7083333333333333,0.7083333333333334,14,5,5,24,0.5833333333333334,1.375,1.2083333333333333,7,10,7,24,0.2916666666666667
Bochum,Karlsruher,2,0,win,1988-1989,1.1666666666666667,1.375,7,8,9,24,0.2916666666666667,1.5416666666666667,1.3333333333333333,10,6,8,24,0.4166666666666667
Uerdingen,Hamburger SV,0,2,loss,1988-1989,1.4166666666666667,1.2916666666666667,7,11,6,24,0.2916666666666667,1.7826086956521738,1.0434782608695652,12,5,6,23,0.5217391304347826
Bayern Munich,Werder Bremen,0,0,draw,1988-1989,1.875,0.7916666666666666,13,10,1,24,0.5416666666666666,1.5833333333333333,1.0416666666666667,12,7,5,24,0.5
Hannover 96,Mannheim,0,2,loss,1988-1989,0.84,1.88,3,7,15,25,0.12,1.04,1.76,4,10,11,25,0.16
Stuttgart,Bochum,3,1,win,1988-1989,1.6,1.48,10,6,9,25,0.4,1.2,1.32,8,8,9,25,0.32
Kaiserslautern,Uerdingen,2,0,win,1988-1989,1.4,1.24,7,11,7,25,0.28,1.36,1.32,7,11,7,25,0.28
Gladbach,St Pauli,2,2,draw,1988-1989,1.2916666666666667,1.2083333333333333,9,10,5,24,0.375,1.08,1.08,7,11,7,25,0.28
Leverkusen,Köln,0,0,draw,1988-1989,1.24,1.32,7,10,8,25,0.28,1.72,0.76,14,6,5,25,0.56
Werder Bremen,S'gart Kickers,4,0,win,1988-1989,1.52,1.0,12,8,5,25,0.48,1.16,2.16,6,5,14,25,0.24
Dortmund,Bayern Munich,1,1,draw,1988-1989,1.68,1.12,8,10,7,25,0.32,1.8,0.76,13,11,1,25,0.52
Hamburger SV,Nürnberg,3,2,win,1988-1989,1.7916666666666667,1.0,13,5,6,24,0.5416666666666666,1.08,1.6,7,6,12,25,0.28
Karlsruher,Eint Frankfurt,1,3,loss,1988-1989,1.48,1.36,10,6,9,25,0.4,0.64,1.52,5,7,13,25,0.2
Hamburger SV,Gladbach,1,2,loss,1988-1989,1.84,1.04,14,5,6,25,0.56,1.32,1.24,9,11,5,25,0.36
St Pauli,Werder Bremen,1,3,loss,1988-1989,1.1153846153846154,1.1153846153846154,7,12,7,26,0.2692307692307692,1.6153846153846154,0.9615384615384616,13,8,5,26,0.5
Köln,Gladbach,3,1,win,1988-1989,1.6538461538461537,0.7307692307692307,14,7,5,26,0.5384615384615384,1.3461538461538463,1.2307692307692308,10,11,5,26,0.38461538461538464
S'gart Kickers,Dortmund,1,2,loss,1988-1989,1.1153846153846154,2.230769230769231,6,5,15,26,0.23076923076923078,1.6538461538461537,1.1153846153846154,8,11,7,26,0.3076923076923077
Mannheim,Karlsruher,2,0,win,1988-1989,1.0769230769230769,1.6923076923076923,5,10,11,26,0.19230769230769232,1.4615384615384615,1.4230769230769231,10,6,10,26,0.38461538461538464
Nürnberg,Kaiserslautern,1,1,draw,1988-1989,1.1153846153846154,1.6538461538461537,7,6,13,26,0.2692307692307692,1.4230769230769231,1.1923076923076923,8,11,7,26,0.3076923076923077
Uerdingen,Leverkusen,3,1,win,1988-1989,1.3076923076923077,1.3461538461538463,7,11,8,26,0.2692307692307692,1.1923076923076923,1.2692307692307692,7,11,8,26,0.2692307692307692
Bochum,Hamburger SV,2,1,win,1988-1989,1.1923076923076923,1.3846153846153846,8,8,10,26,0.3076923076923077,1.8076923076923077,1.0769230769230769,14,5,7,26,0.5384615384615384
Bayern Munich,Hannover 96,4,0,win,1988-1989,1.7692307692307692,0.7692307692307693,13,12,1,26,0.5,0.8076923076923077,1.8846153846153846,3,7,16,26,0.11538461538461539
Eint Frankfurt,Stuttgart,1,3,loss,1988-1989,0.7307692307692307,1.5,6,7,13,26,0.23076923076923078,1.6538461538461537,1.4615384615384615,11,6,9,26,0.4230769230769231
Leverkusen,Nürnberg,3,0,win,1988-1989,1.1851851851851851,1.3333333333333333,7,11,9,27,0.25925925925925924,1.1111111111111112,1.6296296296296295,7,7,13,27,0.25925925925925924
Kaiserslautern,Bochum,3,0,win,1988-1989,1.4074074074074074,1.1851851851851851,8,12,7,27,0.2962962962962963,1.2222222222222223,1.3703703703703705,9,8,10,27,0.3333333333333333
Bayern Munich,Mannheim,1,0,win,1988-1989,1.8518518518518519,0.7407407407407407,14,12,1,27,0.5185185185185185,1.1111111111111112,1.6296296296296295,6,10,11,27,0.2222222222222222
Werder Bremen,Köln,1,2,loss,1988-1989,1.6666666666666667,0.9629629629629629,14,8,5,27,0.5185185185185185,1.7037037037037037,0.7407407407407407,15,7,5,27,0.5555555555555556
Gladbach,Uerdingen,3,0,win,1988-1989,1.3333333333333333,1.2962962962962963,10,11,6,27,0.37037037037037035,1.3703703703703705,1.3333333333333333,8,11,8,27,0.2962962962962963
Dortmund,St Pauli,0,0,draw,1988-1989,1.6666666666666667,1.1111111111111112,9,11,7,27,0.3333333333333333,1.1111111111111112,1.1851851851851851,7,12,8,27,0.25925925925925924
Hamburger SV,Eint Frankfurt,2,1,win,1988-1989,1.7777777777777777,1.1111111111111112,14,5,8,27,0.5185185185185185,0.7407407407407407,1.5555555555555556,6,7,14,27,0.2222222222222222
Hannover 96,S'gart Kickers,3,4,loss,1988-1989,0.7777777777777778,1.962962962962963,3,7,17,27,0.1111111111111111,1.1111111111111112,2.2222222222222223,6,5,16,27,0.2222222222222222
Stuttgart,Karlsruher,2,0,win,1988-1989,1.7037037037037037,1.4444444444444444,12,6,9,27,0.4444444444444444,1.4074074074074074,1.4444444444444444,10,6,11,27,0.37037037037037035
Mannheim,Stuttgart,3,4,loss,1988-1989,1.0714285714285714,1.6071428571428572,6,10,12,28,0.21428571428571427,1.7142857142857142,1.3928571428571428,13,6,9,28,0.4642857142857143
Eint Frankfurt,Kaiserslautern,3,2,win,1988-1989,0.75,1.5714285714285714,6,7,15,28,0.21428571428571427,1.4642857142857142,1.1428571428571428,9,12,7,28,0.32142857142857145
Köln,Dortmund,2,0,win,1988-1989,1.7142857142857142,0.75,16,7,5,28,0.5714285714285714,1.6071428571428572,1.0714285714285714,9,12,7,28,0.32142857142857145
Nürnberg,Gladbach,0,0,draw,1988-1989,1.0714285714285714,1.6785714285714286,7,7,14,28,0.25,1.3928571428571428,1.25,11,11,6,28,0.39285714285714285
Uerdingen,Werder Bremen,2,1,win,1988-1989,1.3214285714285714,1.3928571428571428,8,11,9,28,0.2857142857142857,1.6428571428571428,1.0,14,8,6,28,0.5
Karlsruher,Hamburger SV,2,2,draw,1988-1989,1.3571428571428572,1.4642857142857142,10,6,12,28,0.35714285714285715,1.7857142857142858,1.1071428571428572,15,5,8,28,0.5357142857142857
St Pauli,Hannover 96,1,1,draw,1988-1989,1.0714285714285714,1.1428571428571428,7,13,8,28,0.25,0.8571428571428571,2.0357142857142856,3,7,18,28,0.10714285714285714
S'gart Kickers,Bayern Munich,2,0,win,1988-1989,1.2142857142857142,2.25,7,5,16,28,0.25,1.8214285714285714,0.7142857142857143,15,12,1,28,0.5357142857142857
Bochum,Leverkusen,2,4,loss,1988-1989,1.1785714285714286,1.4285714285714286,9,8,11,28,0.32142857142857145,1.25,1.2857142857142858,8,11,9,28,0.2857142857142857
Werder Bremen,Nürnberg,2,1,win,1988-1989,1.6206896551724137,1.0344827586206897,14,8,7,29,0.4827586206896552,1.0344827586206897,1.6206896551724137,7,8,14,29,0.2413793103448276
S'gart Kickers,Mannheim,1,3,loss,1988-1989,1.2413793103448276,2.1724137931034484,8,5,16,29,0.27586206896551724,1.1379310344827587,1.6896551724137931,6,10,13,29,0.20689655172413793
Gladbach,Bochum,2,0,win,1988-1989,1.3448275862068966,1.206896551724138,11,12,6,29,0.3793103448275862,1.206896551724138,1.5172413793103448,9,8,12,29,0.3103448275862069
Kaiserslautern,Karlsruher,1,2,loss,1988-1989,1.4827586206896552,1.206896551724138,9,12,8,29,0.3103448275862069,1.3793103448275863,1.4827586206896552,10,7,12,29,0.3448275862068966
Bayern Munich,St Pauli,2,1,win,1988-1989,1.7586206896551724,0.7586206896551724,15,12,2,29,0.5172413793103449,1.0689655172413792,1.1379310344827587,7,14,8,29,0.2413793103448276
Dortmund,Uerdingen,4,2,win,1988-1989,1.5517241379310345,1.103448275862069,9,12,8,29,0.3103448275862069,1.3448275862068966,1.3793103448275863,9,11,9,29,0.3103448275862069
Hamburger SV,Stuttgart,2,1,win,1988-1989,1.793103448275862,1.1379310344827587,15,6,8,29,0.5172413793103449,1.793103448275862,1.4482758620689655,14,6,9,29,0.4827586206896552
Hannover 96,Köln,2,2,draw,1988-1989,0.8620689655172413,2.0,3,8,18,29,0.10344827586206896,1.7241379310344827,0.7241379310344828,17,7,5,29,0.5862068965517241
Leverkusen,Eint Frankfurt,2,2,draw,1988-1989,1.3448275862068966,1.3103448275862069,9,11,9,29,0.3103448275862069,0.8275862068965517,1.5862068965517242,7,7,15,29,0.2413793103448276
Stuttgart,Kaiserslautern,3,1,win,1988-1989,1.7666666666666666,1.4666666666666666,14,6,10,30,0.4666666666666667,1.4666666666666666,1.2333333333333334,9,12,9,30,0.3
Karlsruher,Leverkusen,2,3,loss,1988-1989,1.4,1.4666666666666666,11,7,12,30,0.36666666666666664,1.3666666666666667,1.3333333333333333,9,12,9,30,0.3
Köln,Bayern Munich,1,3,loss,1988-1989,1.7333333333333334,0.7666666666666667,17,8,5,30,0.5666666666666667,1.7666666666666666,0.7666666666666667,16,12,2,30,0.5333333333333333
Uerdingen,Hannover 96,7,3,win,1988-1989,1.3666666666666667,1.4666666666666666,9,11,10,30,0.3,0.9,2.0,3,9,18,30,0.1
Eint Frankfurt,Gladbach,1,1,draw,1988-1989,0.8666666666666667,1.6,7,8,15,30,0.23333333333333334,1.3666666666666667,1.1666666666666667,12,12,6,30,0.4
Nürnberg,Dortmund,1,1,draw,1988-1989,1.0333333333333334,1.6333333333333333,7,8,15,30,0.23333333333333334,1.6333333333333333,1.1333333333333333,10,12,8,30,0.3333333333333333
Bochum,Werder Bremen,0,1,loss,1988-1989,1.1666666666666667,1.5333333333333334,9,8,13,30,0.3,1.6333333333333333,1.0333333333333334,15,8,7,30,0.5
Mannheim,Hamburger SV,0,0,draw,1988-1989,1.2,1.6666666666666667,7,10,13,30,0.23333333333333334,1.8,1.1333333333333333,16,6,8,30,0.5333333333333333
St Pauli,S'gart Kickers,1,0,win,1988-1989,1.0666666666666667,1.1666666666666667,7,14,9,30,0.23333333333333334,1.2333333333333334,2.2,8,5,17,30,0.26666666666666666
Mannheim,St Pauli,2,1,win,1988-1989,1.1612903225806452,1.6129032258064515,7,11,13,31,0.22580645161290322,1.064516129032258,1.1290322580645162,8,14,9,31,0.25806451612903225
Leverkusen,Stuttgart,0,0,draw,1988-1989,1.4193548387096775,1.3548387096774193,10,12,9,31,0.3225806451612903,1.8064516129032258,1.4516129032258065,15,6,10,31,0.4838709677419355
Gladbach,Karlsruher,1,1,draw,1988-1989,1.3548387096774193,1.1612903225806452,12,13,6,31,0.3870967741935484,1.4193548387096775,1.5161290322580645,11,7,13,31,0.3548387096774194
Bayern Munich,Uerdingen,5,0,win,1988-1989,1.8064516129032258,0.7741935483870968,17,12,2,31,0.5483870967741935,1.5483870967741935,1.5161290322580645,10,11,10,31,0.3225806451612903
Werder Bremen,Eint Frankfurt,2,0,win,1988-1989,1.6129032258064515,1.0,16,8,7,31,0.5161290322580645,0.8709677419354839,1.5806451612903225,7,9,15,31,0.22580645161290322
Hannover 96,Nürnberg,2,2,draw,1988-1989,0.967741935483871,2.161290322580645,3,9,19,31,0.0967741935483871,1.032258064516129,1.6129032258064515,7,9,15,31,0.22580645161290322
Hamburger SV,Kaiserslautern,1,1,draw,1988-1989,1.7419354838709677,1.096774193548387,16,7,8,31,0.5161290322580645,1.4516129032258065,1.2903225806451613,9,12,10,31,0.2903225806451613
Dortmund,Bochum,2,1,win,1988-1989,1.6129032258064515,1.1290322580645162,10,13,8,31,0.3225806451612903,1.1290322580645162,1.5161290322580645,9,8,14,31,0.2903225806451613
S'gart Kickers,Köln,0,0,draw,1988-1989,1.1935483870967742,2.161290322580645,8,5,18,31,0.25806451612903225,1.7096774193548387,0.8387096774193549,17,8,6,31,0.5483870967741935
Eint Frankfurt,Dortmund,2,1,win,1988-1989,0.84375,1.59375,7,9,16,32,0.21875,1.625,1.125,11,13,8,32,0.34375
Bochum,Hannover 96,1,3,loss,1988-1989,1.125,1.53125,9,8,15,32,0.28125,1.0,2.15625,3,10,19,32,0.09375
Köln,St Pauli,4,2,win,1988-1989,1.65625,0.8125,17,9,6,32,0.53125,1.0625,1.15625,8,14,10,32,0.25
Stuttgart,Gladbach,2,1,win,1988-1989,1.75,1.40625,15,7,10,32,0.46875,1.34375,1.15625,12,14,6,32,0.375
Uerdingen,S'gart Kickers,1,3,loss,1988-1989,1.5,1.625,10,11,11,32,0.3125,1.15625,2.09375,8,6,18,32,0.25
Nürnberg,Bayern Munich,2,1,win,1988-1989,1.0625,1.625,7,10,15,32,0.21875,1.90625,0.75,18,12,2,32,0.5625
Karlsruher,Werder Bremen,1,0,win,1988-1989,1.40625,1.5,11,8,13,32,0.34375,1.625,0.96875,17,8,7,32,0.53125
Hamburger SV,Leverkusen,1,1,draw,1988-1989,1.71875,1.09375,16,8,8,32,0.5,1.375,1.3125,10,13,9,32,0.3125
Kaiserslautern,Mannheim,0,3,loss,1988-1989,1.4375,1.28125,9,13,10,32,0.28125,1.1875,1.59375,8,11,13,32,0.25
St Pauli,Uerdingen,5,1,win,1988-1989,1.0909090909090908,1.2424242424242424,8,14,11,33,0.24242424242424243,1.4848484848484849,1.6666666666666667,10,11,12,33,0.30303030303030304
Dortmund,Karlsruher,3,2,win,1988-1989,1.606060606060606,1.1515151515151516,11,13,9,33,0.3333333333333333,1.393939393939394,1.4545454545454546,12,8,13,33,0.36363636363636365
Leverkusen,Kaiserslautern,0,1,loss,1988-1989,1.3636363636363635,1.303030303030303,10,14,9,33,0.30303030303030304,1.393939393939394,1.3333333333333333,9,13,11,33,0.2727272727272727
Gladbach,Hamburger SV,0,4,loss,1988-1989,1.3333333333333333,1.1818181818181819,12,14,7,33,0.36363636363636365,1.696969696969697,1.0909090909090908,16,9,8,33,0.48484848484848486
Mannheim,Köln,2,1,win,1988-1989,1.2424242424242424,1.5454545454545454,9,11,13,33,0.2727272727272727,1.7272727272727273,0.8484848484848485,18,9,6,33,0.5454545454545454
Bayern Munich,Bochum,5,0,win,1988-1989,1.878787878787879,0.7878787878787878,18,12,3,33,0.5454545454545454,1.121212121212121,1.5757575757575757,9,8,16,33,0.2727272727272727
Hannover 96,Eint Frankfurt,1,1,draw,1988-1989,1.0606060606060606,2.121212121212121,4,10,19,33,0.12121212121212122,0.8787878787878788,1.5757575757575757,8,9,16,33,0.24242424242424243
S'gart Kickers,Nürnberg,1,0,win,1988-1989,1.2121212121212122,2.0606060606060606,9,6,18,33,0.2727272727272727,1.0909090909090908,1.606060606060606,8,10,15,33,0.24242424242424243
Werder Bremen,Stuttgart,3,0,win,1988-1989,1.5757575757575757,0.9696969696969697,17,8,8,33,0.5151515151515151,1.7575757575757576,1.393939393939394,16,7,10,33,0.48484848484848486
Kaiserslautern,Gladbach,2,1,win,1989-1990,1.3823529411764706,1.2941176470588236,10,13,11,34,0.29411764705882354,1.2941176470588236,1.2647058823529411,12,14,8,34,0.35294117647058826
Uerdingen,Homburg,3,0,win,1989-1990,1.4705882352941178,1.7647058823529411,10,11,13,34,0.29411764705882354,0.0,0.0,0,0,0,0,0.0
Düsseldorf,Hamburger SV,1,1,draw,1989-1990,0.0,0.0,0,0,0,0,0.0,1.7647058823529411,1.0588235294117647,17,9,8,34,0.5
Eint Frankfurt,Mannheim,3,1,win,1989-1990,0.8823529411764706,1.5588235294117647,8,10,16,34,0.23529411764705882,1.2647058823529411,1.5294117647058822,10,11,13,34,0.29411764705882354
St Pauli,Werder Bremen,0,0,draw,1989-1990,1.2058823529411764,1.2352941176470589,9,14,11,34,0.2647058823529412,1.6176470588235294,0.9411764705882353,18,8,8,34,0.5294117647058824
Stuttgart,Karlsruher,2,0,win,1989-1990,1.7058823529411764,1.4411764705882353,16,7,11,34,0.47058823529411764,1.411764705882353,1.5,12,8,14,34,0.35294117647058826
Leverkusen,Dortmund,1,0,win,1989-1990,1.3235294117647058,1.2941176470588236,10,14,10,34,0.29411764705882354,1.6470588235294117,1.1764705882352942,12,13,9,34,0.35294117647058826
Bochum,Köln,0,1,loss,1989-1990,1.088235294117647,1.6764705882352942,9,8,17,34,0.2647058823529412,1.7058823529411764,0.8823529411764706,18,9,7,34,0.5294117647058824
Bayern Munich,Nürnberg,3,2,win,1989-1990,1.9705882352941178,0.7647058823529411,19,12,3,34,0.5588235294117647,1.0588235294117647,1.588235294117647,8,10,16,34,0.23529411764705882
Dortmund,St Pauli,3,1,win,1989-1990,1.6,1.1714285714285715,12,13,10,35,0.34285714285714286,1.1714285714285715,1.2,9,15,11,35,0.2571428571428571
Hamburger SV,Eint Frankfurt,1,1,draw,1989-1990,1.7428571428571429,1.0571428571428572,17,10,8,35,0.4857142857142857,0.9428571428571428,1.542857142857143,9,10,16,35,0.2571428571428571
Werder Bremen,Düsseldorf,2,2,draw,1989-1990,1.5714285714285714,0.9142857142857143,18,9,8,35,0.5142857142857142,1.0,1.0,0,1,0,1,0.0
Nürnberg,Leverkusen,2,2,draw,1989-1990,1.0857142857142856,1.6285714285714286,8,10,17,35,0.22857142857142856,1.3142857142857143,1.2571428571428571,11,14,10,35,0.3142857142857143
Karlsruher,Uerdingen,0,0,draw,1989-1990,1.3714285714285714,1.5142857142857142,12,8,15,35,0.34285714285714286,1.5142857142857142,1.7142857142857142,11,11,13,35,0.3142857142857143
Homburg,Kaiserslautern,2,2,draw,1989-1990,0.0,3.0,0,0,1,1,0.0,1.4,1.2857142857142858,11,13,11,35,0.3142857142857143
